date,dow,vtm,vleague,htm,hleague,daynt,parkid,attend,length,vatbats,vhit,vrbi,vwalk,vstrkout,hatbats,hhit,hrbi,hwalk,hstrkout
20220515,Sun,TOR,AL,TBA,AL,D,STP01,20986,167,30,5,0,1,6,31,6,1,0,8
20220515,Sun,BOS,AL,TEX,AL,D,ARL03,27607,177,34,7,1,3,10,30,6,7,3,6
20220516,Mon,PIT,NL,CHN,NL,N,CHI11,31119,149,30,3,0,0,7,37,13,8,4,5
20220516,Mon,SFN,NL,COL,NL,N,DEN02,23180,203,36,9,7,3,10,37,11,6,4,10
20220516,Mon,ARI,NL,LAN,NL,N,LOS03,42650,176,31,5,4,3,11,32,9,4,6,4
20220516,Mon,WAS,NL,MIA,NL,N,MIA02,6601,181,33,5,2,1,6,36,16,7,3,6
20220516,Mon,ATL,NL,MIL,NL,N,MIL06,25880,151,29,2,0,1,16,29,5,0,2,6
20220516,Mon,NYA,AL,BAL,AL,N,BAL12,12228,179,37,11,6,5,10,29,3,2,2,11
20220516,Mon,HOU,AL,BOS,AL,N,BOS07,29706,187,31,7,3,3,7,31,8,5,2,6
20220516,Mon,CHA,AL,KCA,AL,N,KAN06,12441,185,39,10,5,2,7,34,6,3,2,14
20220516,Mon,MIN,AL,OAK,AL,N,OAK01,3138,174,34,8,3,3,7,30,4,1,2,6
20220516,Mon,DET,AL,TBA,AL,N,STP01,11532,163,33,6,3,0,9,31,7,2,2,6
20220516,Mon,ANA,AL,TEX,AL,N,ARL03,15110,171,35,9,4,2,10,33,8,7,3,9
20220516,Mon,SEA,AL,TOR,AL,N,TOR02,28207,203,32,4,2,6,9,33,10,6,5,10
20220517,Tue,PIT,NL,CHN,NL,N,CHI11,30478,158,29,5,0,2,12,31,7,7,4,12
20220517,Tue,SFN,NL,COL,NL,N,DEN02,25735,220,42,14,9,7,10,37,12,7,3,6
20220517,Tue,ARI,NL,LAN,NL,D,LOS03,42089,190,33,6,6,6,14,32,9,7,2,8
20220517,Tue,ARI,NL,LAN,NL,N,LOS03,46850,165,36,11,3,0,8,34,10,12,7,8
20220517,Tue,WAS,NL,MIA,NL,N,MIA02,8097,208,31,7,1,4,10,35,11,3,0,5
20220517,Tue,ATL,NL,MIL,NL,N,MIL06,28910,194,33,6,2,5,8,31,5,0,6,8
20220517,Tue,SLN,NL,NYN,NL,D,NYC20,0,174,33,6,1,3,13,33,8,3,1,6
20220517,Tue,SLN,NL,NYN,NL,D,NYC20,27457,222,38,11,4,4,7,33,5,3,6,12
20220517,Tue,SDN,NL,PHI,NL,N,PHI13,29200,173,35,8,2,2,6,32,5,0,0,10
20220517,Tue,NYA,AL,BAL,AL,N,BAL12,12635,186,37,11,4,4,3,35,9,4,1,9
20220517,Tue,HOU,AL,BOS,AL,N,BOS07,27328,192,43,15,13,1,8,41,13,4,3,3
20220517,Tue,CIN,NL,CLE,AL,N,CLE08,12916,202,34,9,5,6,8,34,5,4,4,5
20220517,Tue,CHA,AL,KCA,AL,D,KAN06,9168,190,29,5,3,5,4,35,9,0,4,14
20220517,Tue,CHA,AL,KCA,AL,N,KAN06,11684,155,32,7,1,0,10,31,8,2,1,10
20220517,Tue,MIN,AL,OAK,AL,N,OAK01,3640,200,34,7,2,3,10,34,11,5,4,6
20220517,Tue,DET,AL,TBA,AL,N,STP01,8475,158,33,7,1,0,9,33,11,8,2,4
20220517,Tue,ANA,AL,TEX,AL,N,ARL03,17727,238,37,11,5,5,13,33,11,7,6,10
20220517,Tue,SEA,AL,TOR,AL,N,TOR02,22988,140,30,6,0,2,5,29,6,3,4,10
20220518,Wed,PIT,NL,CHN,NL,N,CHI11,31631,182,35,9,3,2,11,31,5,2,4,11
20220518,Wed,SFN,NL,COL,NL,D,DEN02,26713,162,33,8,3,2,12,31,8,5,2,7
20220518,Wed,ARI,NL,LAN,NL,D,LOS03,35643,181,35,9,3,3,9,33,9,5,0,6
20220518,Wed,WAS,NL,MIA,NL,N,MIA02,7566,236,36,9,4,6,6,34,7,4,3,10
20220518,Wed,ATL,NL,MIL,NL,D,MIL06,27014,243,42,10,5,1,12,38,10,7,5,11
20220518,Wed,SLN,NL,NYN,NL,N,NYC20,32798,209,36,10,4,1,9,31,11,11,5,7
20220518,Wed,SDN,NL,PHI,NL,N,PHI13,27655,164,30,4,0,0,11,29,5,3,3,12
20220518,Wed,NYA,AL,BAL,AL,N,BAL12,13850,154,33,6,1,1,10,33,7,2,0,6
20220518,Wed,HOU,AL,BOS,AL,N,BOS07,31717,158,29,2,1,0,8,29,5,5,3,6
20220518,Wed,CHA,AL,KCA,AL,N,KAN06,13504,191,37,10,2,1,5,34,12,6,2,9
20220518,Wed,MIN,AL,OAK,AL,D,OAK01,7106,205,38,14,14,10,7,38,12,4,0,8
20220518,Wed,DET,AL,TBA,AL,D,STP01,9706,175,31,5,1,1,11,32,11,6,3,9
20220518,Wed,ANA,AL,TEX,AL,N,ARL03,20366,203,36,7,5,4,10,38,12,6,4,12
20220518,Wed,SEA,AL,TOR,AL,N,TOR02,20472,167,35,10,5,2,7,31,7,1,4,2
20220519,Thu,ARI,NL,CHN,NL,N,CHI11,32631,190,32,6,3,1,11,32,4,1,4,8
20220519,Thu,SLN,NL,NYN,NL,D,NYC20,28801,221,40,13,5,3,5,36,11,7,3,6
20220519,Thu,SDN,NL,PHI,NL,D,PHI13,30146,211,36,10,2,1,10,34,8,0,1,8
20220519,Thu,NYA,AL,BAL,AL,D,BAL12,23819,241,34,10,6,6,8,35,11,9,3,8
20220519,Thu,SEA,AL,BOS,AL,N,BOS07,29783,218,37,10,6,4,11,39,16,11,4,7
20220519,Thu,CIN,NL,CLE,AL,D,CLE08,8510,168,30,8,3,1,8,28,3,2,5,5
20220519,Thu,TEX,AL,HOU,AL,N,HOU03,34593,190,32,6,1,2,13,31,10,5,6,6
20220519,Thu,CHA,AL,KCA,AL,D,KAN06,11784,227,39,14,7,5,11,37,11,4,1,4
20220520,Fri,ARI,NL,CHN,NL,D,CHI11,31235,186,37,12,10,4,7,34,8,6,5,9
20220520,Fri,ATL,NL,MIA,NL,N,MIA02,9776,212,36,9,5,5,10,36,10,3,1,9
20220520,Fri,WAS,NL,MIL,NL,N,MIL06,29609,166,32,6,0,0,8,31,9,7,6,5
20220520,Fri,LAN,NL,PHI,NL,N,PHI13,30025,224,33,9,4,7,9,34,7,1,1,10
20220520,Fri,SLN,NL,PIT,NL,N,PIT08,14034,218,37,10,4,3,3,33,7,3,3,8
20220520,Fri,SDN,NL,SFN,NL,N,SFO03,31359,203,40,11,7,1,6,39,10,7,5,9
20220520,Fri,OAK,AL,ANA,AL,N,ANA01,32422,204,34,8,4,2,10,33,6,2,3,13
20220520,Fri,TBA,AL,BAL,AL,N,BAL12,15127,262,48,10,6,3,9,47,11,6,4,11
20220520,Fri,SEA,AL,BOS,AL,N,BOS07,30842,174,32,5,3,4,9,32,8,7,2,9
20220520,Fri,DET,AL,CLE,AL,N,CLE08,23874,158,29,3,1,1,7,31,10,6,0,8
20220520,Fri,TEX,AL,HOU,AL,N,HOU03,35294,177,31,5,2,3,11,30,8,0,1,5
20220520,Fri,MIN,AL,KCA,AL,N,KAN06,25337,202,33,7,6,6,6,34,11,4,2,5
20220520,Fri,CIN,NL,TOR,AL,N,TOR02,29300,162,34,8,1,0,7,32,9,2,0,6
20220521,Sat,ARI,NL,CHN,NL,D,CHI11,32269,222,39,11,6,5,15,39,10,6,0,11
20220521,Sat,NYN,NL,COL,NL,D,DEN02,20737,175,40,13,5,2,8,36,9,1,0,7
20220521,Sat,NYN,NL,COL,NL,N,DEN02,25783,178,33,8,3,2,5,36,12,10,1,6
20220521,Sat,ATL,NL,MIA,NL,N,MIA02,13264,208,34,9,4,4,7,34,8,3,5,12
20220521,Sat,WAS,NL,MIL,NL,N,MIL06,34837,193,33,9,1,2,7,35,12,5,2,5
20220521,Sat,LAN,NL,PHI,NL,N,PHI13,32068,237,39,13,6,4,12,31,6,4,2,8
20220521,Sat,SLN,NL,PIT,NL,N,PIT08,24644,199,38,10,4,2,12,33,7,3,3,7
20220521,Sat,SDN,NL,SFN,NL,D,SFO03,38916,185,32,6,2,6,10,32,6,1,3,6
20220521,Sat,OAK,AL,ANA,AL,N,ANA01,39045,192,33,7,2,3,8,31,8,5,3,7
20220521,Sat,TBA,AL,BAL,AL,N,BAL12,17573,173,33,9,6,2,7,32,6,1,4,11
20220521,Sat,SEA,AL,BOS,AL,D,BOS07,34832,179,38,12,5,0,11,33,11,6,3,5
20220521,Sat,TEX,AL,HOU,AL,N,HOU03,37187,172,36,10,1,0,10,29,6,1,2,5
20220521,Sat,MIN,AL,KCA,AL,N,KAN06,17893,174,31,9,8,6,5,34,7,2,3,8
20220521,Sat,CHA,AL,NYA,AL,D,NYC21,44001,220,39,11,5,1,14,30,8,7,6,3
20220521,Sat,CIN,NL,TOR,AL,D,TOR02,39393,139,32,7,1,0,7,30,7,3,3,7
20220522,Sun,ARI,NL,CHN,NL,D,CHI11,32606,163,34,8,4,2,7,31,8,5,6,5
20220522,Sun,NYN,NL,COL,NL,D,DEN02,35248,154,32,7,2,0,4,32,6,0,4,9
20220522,Sun,ATL,NL,MIA,NL,D,MIA02,17908,162,33,6,3,2,7,30,8,4,4,9
20220522,Sun,WAS,NL,MIL,NL,D,MIL06,39822,183,40,14,8,1,6,31,8,2,3,5
20220522,Sun,LAN,NL,PHI,NL,D,PHI13,34021,209,37,6,3,5,14,33,8,2,3,12
20220522,Sun,SLN,NL,PIT,NL,D,PIT08,13510,199,47,20,18,4,4,35,8,4,4,6
20220522,Sun,SDN,NL,SFN,NL,D,SFO03,35363,177,44,17,10,3,6,29,4,1,3,9
20220522,Sun,OAK,AL,ANA,AL,D,ANA01,40042,169,31,4,1,1,12,33,10,4,3,5
20220522,Sun,TBA,AL,BAL,AL,D,BAL12,23778,271,46,12,6,3,12,44,10,6,6,7
20220522,Sun,SEA,AL,BOS,AL,D,BOS07,33896,198,38,9,4,1,14,37,10,8,3,7
20220522,Sun,DET,AL,CLE,AL,D,CLE08,15554,166,33,7,3,2,12,29,6,2,3,6
20220522,Sun,TEX,AL,HOU,AL,D,HOU03,38745,190,35,9,2,1,13,31,8,5,5,5
20220522,Sun,MIN,AL,KCA,AL,D,KAN06,15482,217,35,12,7,7,6,36,8,6,3,8
20220522,Sun,CHA,AL,NYA,AL,D,NYC21,0,189,35,8,3,2,8,33,8,1,3,9
20220522,Sun,CHA,AL,NYA,AL,N,NYC21,36167,171,39,13,5,0,7,30,3,0,2,7
20220522,Sun,CIN,NL,TOR,AL,D,TOR02,42323,197,32,6,3,4,11,32,4,2,3,8
20220523,Mon,KCA,AL,ARI,NL,N,PHO01,14629,216,39,12,4,5,8,34,10,9,5,8
20220523,Mon,PHI,NL,ATL,NL,N,ATL03,41762,217,36,10,7,8,11,36,11,3,1,12
20220523,Mon,CHN,NL,CIN,NL,N,CIN09,12029,196,34,8,7,5,13,32,5,4,4,10
20220523,Mon,COL,NL,PIT,NL,N,PIT08,8376,185,33,7,0,4,5,30,9,2,4,4
20220523,Mon,MIL,NL,SDN,NL,N,SAN02,31504,234,36,8,2,5,9,37,9,3,6,6
20220523,Mon,NYN,NL,SFN,NL,N,SFO03,25690,171,44,18,13,1,8,33,7,3,1,8
20220523,Mon,TOR,AL,SLN,NL,N,STL10,36033,201,34,4,3,6,6,35,10,7,4,9
20220523,Mon,LAN,NL,WAS,NL,N,WAS11,22423,172,39,12,10,5,8,33,7,1,0,8
20220523,Mon,CLE,AL,HOU,AL,N,HOU03,28284,182,37,9,4,4,6,30,4,1,2,4
20220523,Mon,DET,AL,MIN,AL,N,MIN04,16361,175,37,10,4,2,10,31,7,5,4,8
20220523,Mon,BAL,AL,NYA,AL,N,NYC21,32187,170,36,10,6,0,11,31,5,4,4,9
20220523,Mon,OAK,AL,SEA,AL,N,SEA03,14415,204,37,12,6,2,7,31,8,7,5,11
20220524,Tue,KCA,AL,ARI,NL,N,PHO01,12616,189,34,9,6,3,7,30,9,7,8,11
20220524,Tue,PHI,NL,ATL,NL,N,ATL03,32274,238,36,10,5,4,9,34,14,6,2,13
20220524,Tue,CHN,NL,CIN,NL,N,CIN09,14386,192,41,15,11,3,10,35,8,4,3,10
20220524,Tue,COL,NL,PIT,NL,N,PIT08,9009,201,37,7,2,2,9,35,5,1,3,12
20220524,Tue,MIL,NL,SDN,NL,N,SAN02,39834,194,32,5,4,2,9,33,8,0,2,8
20220524,Tue,NYN,NL,SFN,NL,N,SFO03,27683,230,42,18,12,1,7,44,19,13,6,10
20220524,Tue,TOR,AL,SLN,NL,N,STL10,33797,210,38,12,8,8,4,34,6,1,3,12
20220524,Tue,LAN,NL,WAS,NL,N,WAS11,22418,199,36,9,9,7,9,36,10,3,4,6
20220524,Tue,TEX,AL,ANA,AL,N,ANA01,23791,150,32,6,3,1,7,32,12,4,1,8
20220524,Tue,BOS,AL,CHA,AL,N,CHI12,21835,221,45,19,16,5,12,33,6,3,4,9
20220524,Tue,CLE,AL,HOU,AL,N,HOU03,26621,165,34,7,3,1,5,33,9,7,1,9
20220524,Tue,DET,AL,MIN,AL,N,MIN04,17882,173,31,5,0,1,12,30,8,2,4,8
20220524,Tue,BAL,AL,NYA,AL,N,NYC21,32289,216,40,7,6,1,8,40,11,7,4,12
20220524,Tue,OAK,AL,SEA,AL,N,SEA03,14797,205,39,13,6,2,11,35,9,5,4,9
20220524,Tue,MIA,NL,TBA,AL,N,STP01,9006,146,29,5,0,3,10,33,10,4,1,9
20220525,Wed,PHI,NL,ATL,NL,N,ATL03,29339,210,37,11,4,3,9,34,13,7,7,12
20220525,Wed,CHN,NL,CIN,NL,N,CIN09,11417,184,32,5,3,4,8,31,7,4,2,8
20220525,Wed,COL,NL,PIT,NL,D,PIT08,10014,200,37,13,5,3,8,33,9,10,5,11
20220525,Wed,MIL,NL,SDN,NL,D,SAN02,27831,185,27,4,2,4,10,33,5,1,3,8
20220525,Wed,NYN,NL,SFN,NL,D,SFO03,27432,164,32,5,3,4,7,30,8,9,5,10
20220525,Wed,LAN,NL,WAS,NL,D,WAS11,23341,173,32,6,0,4,9,27,6,1,3,5
20220525,Wed,TEX,AL,ANA,AL,N,ANA01,22950,169,35,10,7,2,6,32,6,2,2,10
20220525,Wed,BOS,AL,CHA,AL,N,CHI12,21075,178,33,7,1,7,10,29,5,3,3,4
20220525,Wed,CLE,AL,HOU,AL,N,HOU03,25412,180,31,4,0,3,12,27,7,2,4,7
20220525,Wed,DET,AL,MIN,AL,D,MIN04,20375,225,37,8,4,6,9,38,7,2,2,13
20220525,Wed,BAL,AL,NYA,AL,N,NYC21,39154,187,33,5,0,3,11,30,6,1,0,5
20220525,Wed,OAK,AL,SEA,AL,D,SEA03,15856,190,35,9,4,2,12,28,5,1,6,5
20220525,Wed,MIA,NL,TBA,AL,N,STP01,7520,185,34,9,4,4,12,29,6,5,4,9
20220526,Thu,LAN,NL,ARI,NL,N,PHO01,17057,201,50,24,14,4,2,34,8,1,2,5
20220526,Thu,PHI,NL,ATL,NL,N,ATL03,33188,163,32,6,4,2,7,32,5,0,1,11
20220526,Thu,CHN,NL,CIN,NL,D,CIN09,13578,190,35,8,5,2,8,38,20,20,7,4
20220526,Thu,MIL,NL,SLN,NL,N,STL10,35107,201,39,12,4,1,5,33,7,3,6,4
20220526,Thu,COL,NL,WAS,NL,N,WAS11,16264,160,34,8,3,2,4,31,9,7,5,3
20220526,Thu,TOR,AL,ANA,AL,N,ANA01,28228,176,33,7,6,3,15,35,10,3,1,5
20220526,Thu,BOS,AL,CHA,AL,N,CHI12,24896,242,46,19,14,5,12,36,10,7,5,7
20220526,Thu,CLE,AL,DET,AL,N,DET05,12764,172,34,8,3,1,6,33,9,4,4,10
20220526,Thu,KCA,AL,MIN,AL,N,MIN04,17657,185,32,6,3,3,7,39,12,2,2,10
20220526,Thu,TEX,AL,OAK,AL,N,OAK01,3203,164,34,7,4,2,15,31,5,0,3,6
20220526,Thu,NYA,AL,TBA,AL,N,STP01,14610,169,32,6,4,5,6,33,6,2,1,6
20220527,Fri,LAN,NL,ARI,NL,N,PHO01,24865,191,34,8,6,3,4,33,9,4,4,7
20220527,Fri,MIA,NL,ATL,NL,N,ATL03,40064,182,32,5,4,3,10,30,6,6,3,7
20220527,Fri,SFN,NL,CIN,NL,N,CIN09,19000,196,31,6,1,3,3,32,9,5,4,6
20220527,Fri,PHI,NL,NYN,NL,N,NYC20,30175,221,36,9,6,3,12,30,9,8,5,9
20220527,Fri,PIT,NL,SDN,NL,N,SAN02,41898,176,30,4,3,3,6,29,8,4,4,7
20220527,Fri,MIL,NL,SLN,NL,N,STL10,39077,174,33,8,2,4,8,30,5,4,1,7
20220527,Fri,TOR,AL,ANA,AL,N,ANA01,44641,185,34,11,2,2,7,35,7,3,0,14
20220527,Fri,BAL,AL,BOS,AL,N,BOS07,29251,218,40,15,10,4,6,40,14,7,3,4
20220527,Fri,KCA,AL,MIN,AL,N,MIN04,21841,220,37,13,7,8,10,38,15,10,7,4
20220527,Fri,TEX,AL,OAK,AL,N,OAK01,5010,174,37,13,8,1,8,31,5,4,3,9
20220527,Fri,HOU,AL,SEA,AL,N,SEA03,26017,165,35,9,1,2,8,34,10,6,2,6
20220527,Fri,NYA,AL,TBA,AL,N,STP01,19018,143,33,6,2,1,10,28,2,0,0,7
20220528,Sat,LAN,NL,ARI,NL,D,PHO01,30819,192,32,10,3,3,9,32,5,2,1,12
20220528,Sat,MIA,NL,ATL,NL,D,ATL03,40682,168,33,8,4,6,6,29,5,1,1,16
20220528,Sat,SFN,NL,CIN,NL,D,CIN09,26655,180,38,12,2,2,9,29,5,3,1,10
20220528,Sat,PHI,NL,NYN,NL,N,NYC20,37455,189,34,7,2,3,5,30,10,8,4,5
20220528,Sat,PIT,NL,SDN,NL,N,SAN02,38189,223,35,8,4,4,15,36,10,2,7,8
20220528,Sat,MIL,NL,SLN,NL,D,STL10,45594,165,34,7,3,3,9,36,12,8,1,4
20220528,Sat,COL,NL,WAS,NL,D,WAS11,20294,217,38,12,7,2,7,37,14,13,7,6
20220528,Sat,COL,NL,WAS,NL,N,WAS11,26535,173,36,10,3,3,5,35,8,2,1,11
20220528,Sat,TOR,AL,ANA,AL,N,ANA01,34005,225,36,10,6,5,5,39,13,5,4,8
20220528,Sat,BAL,AL,BOS,AL,D,BOS07,26912,178,32,7,3,1,6,36,13,5,3,5
20220528,Sat,BAL,AL,BOS,AL,N,BOS07,28491,189,34,7,4,4,7,36,9,2,1,6
20220528,Sat,CHN,NL,CHA,AL,N,CHI12,37820,183,34,10,5,5,3,32,7,1,3,8
20220528,Sat,CLE,AL,DET,AL,D,DET05,26134,170,37,11,8,4,4,34,10,1,1,7
20220528,Sat,KCA,AL,MIN,AL,D,MIN04,22249,192,39,11,7,2,7,38,11,3,3,10
20220528,Sat,TEX,AL,OAK,AL,D,OAK01,6502,195,44,18,11,4,3,37,10,4,2,8
20220528,Sat,HOU,AL,SEA,AL,N,SEA03,24007,181,32,5,0,1,6,37,13,6,4,9
20220528,Sat,NYA,AL,TBA,AL,D,STP01,25025,167,28,4,1,0,9,30,7,3,3,10
20220529,Sun,LAN,NL,ARI,NL,D,PHO01,30482,167,30,4,3,2,5,33,8,1,2,11
20220529,Sun,MIA,NL,ATL,NL,D,ATL03,39669,189,33,7,3,4,9,35,11,6,0,6
20220529,Sun,SFN,NL,CIN,NL,D,CIN09,20439,190,33,6,6,5,13,32,8,4,4,9
20220529,Sun,PHI,NL,NYN,NL,N,NYC20,36513,231,34,5,3,6,9,36,7,5,4,10
20220529,Sun,PIT,NL,SDN,NL,D,SAN02,44395,170,32,5,2,3,11,33,8,4,2,7
20220529,Sun,MIL,NL,SLN,NL,D,STL10,44169,168,38,13,8,2,9,31,4,0,1,12
20220529,Sun,COL,NL,WAS,NL,D,WAS11,25225,193,36,10,5,4,9,33,9,5,4,4
20220529,Sun,TOR,AL,ANA,AL,D,ANA01,36568,253,40,13,11,8,8,39,12,9,4,11
20220529,Sun,BAL,AL,BOS,AL,D,BOS07,35715,207,31,7,1,4,7,38,15,12,5,8
20220529,Sun,CHN,NL,CHA,AL,D,CHI12,38080,234,38,5,2,5,10,44,10,4,3,4
20220529,Sun,CLE,AL,DET,AL,D,DET05,19990,157,33,7,1,1,9,28,4,2,1,8
20220529,Sun,KCA,AL,MIN,AL,D,MIN04,27195,185,34,7,3,1,8,34,11,7,3,5
20220529,Sun,TEX,AL,OAK,AL,D,OAK01,8342,218,35,7,4,3,4,41,14,4,6,7
20220529,Sun,HOU,AL,SEA,AL,D,SEA03,28986,180,32,6,2,3,3,29,5,1,3,11
20220529,Sun,NYA,AL,TBA,AL,D,STP01,25025,155,36,9,2,0,9,26,2,4,4,9
20220530,Mon,ATL,NL,ARI,NL,N,PHO01,20735,173,35,8,1,2,8,31,7,6,3,9
20220530,Mon,MIL,NL,CHN,NL,D,CHI11,39305,197,33,7,7,2,8,39,12,6,5,12
20220530,Mon,MIL,NL,CHN,NL,N,CHI11,28620,172,31,3,3,4,11,31,6,1,2,15
20220530,Mon,MIA,NL,COL,NL,D,DEN02,40275,176,32,5,1,1,8,31,10,7,5,8
20220530,Mon,PIT,NL,LAN,NL,N,LOS03,46724,198,36,9,5,3,11,37,10,5,3,10
20220530,Mon,WAS,NL,NYN,NL,N,NYC20,22007,209,33,10,5,5,3,39,16,12,4,2
20220530,Mon,SFN,NL,PHI,NL,D,PHI13,26650,193,35,6,5,2,7,33,5,4,0,12
20220530,Mon,SDN,NL,SLN,NL,D,STL10,42140,213,37,11,3,2,13,32,10,6,6,4
20220530,Mon,BAL,AL,BOS,AL,N,BOS07,24809,185,38,14,9,2,8,31,4,0,1,5
20220530,Mon,KCA,AL,CLE,AL,N,CLE08,15271,169,35,9,3,3,9,32,8,6,5,4
20220530,Mon,MIN,AL,DET,AL,D,DET05,15191,184,36,10,4,2,7,37,13,5,2,7
20220530,Mon,HOU,AL,OAK,AL,D,OAK01,8753,178,34,6,5,2,7,27,2,1,3,7
20220530,Mon,TBA,AL,TEX,AL,N,ARL03,25605,201,35,10,5,4,8,36,13,8,4,9
20220531,Tue,ATL,NL,ARI,NL,N,PHO01,12686,215,39,14,7,2,8,35,12,8,4,7
20220531,Tue,MIL,NL,CHN,NL,N,CHI11,30596,213,34,7,7,5,10,35,12,7,5,7
20220531,Tue,PIT,NL,LAN,NL,N,LOS03,52686,189,37,11,5,2,13,30,4,2,7,11
20220531,Tue,WAS,NL,NYN,NL,N,NYC20,25263,211,32,7,0,3,5,41,17,10,2,12
20220531,Tue,SFN,NL,PHI,NL,N,PHI13,20927,292,43,12,6,5,11,41,9,3,8,10
20220531,Tue,SDN,NL,SLN,NL,N,STL10,33418,217,34,5,2,3,13,33,7,3,5,7
20220531,Tue,SEA,AL,BAL,AL,N,BAL12,8074,171,38,13,10,3,4,31,5,0,1,12
20220531,Tue,CIN,NL,BOS,AL,N,BOS07,28577,184,35,8,0,2,6,30,4,1,3,15
20220531,Tue,KCA,AL,CLE,AL,N,CLE08,10519,170,33,7,3,2,8,35,12,8,4,4
20220531,Tue,MIN,AL,DET,AL,D,DET05,11756,166,38,9,8,2,12,35,8,2,0,6
20220531,Tue,MIN,AL,DET,AL,N,DET05,12122,149,30,3,0,2,8,29,5,4,4,9
20220531,Tue,ANA,AL,NYA,AL,N,NYC21,31242,174,33,7,1,3,5,34,13,9,3,5
20220531,Tue,HOU,AL,OAK,AL,N,OAK01,3469,203,32,7,3,4,9,34,8,1,5,7
20220531,Tue,TBA,AL,TEX,AL,N,ARL03,16317,141,30,3,0,0,6,30,7,3,1,6
20220531,Tue,CHA,AL,TOR,AL,N,TOR02,25424,204,38,13,5,3,9,36,12,6,3,10
20220601,Wed,ATL,NL,ARI,NL,D,PHO01,12370,179,39,12,6,4,11,29,3,0,5,9
20220601,Wed,MIL,NL,CHN,NL,N,CHI11,33398,183,36,8,3,2,11,31,7,2,5,4
20220601,Wed,MIA,NL,COL,NL,D,DEN02,0,180,47,21,13,2,5,30,3,1,4,12
20220601,Wed,MIA,NL,COL,NL,D,DEN02,22719,254,41,13,11,9,6,42,17,13,5,8
20220601,Wed,PIT,NL,LAN,NL,N,LOS03,39324,208,36,9,8,4,10,35,12,4,3,7
20220601,Wed,WAS,NL,NYN,NL,D,NYC20,25417,182,32,6,0,6,10,30,8,4,5,3
20220601,Wed,SFN,NL,PHI,NL,N,PHI13,22213,182,32,5,5,0,8,35,10,6,1,7
20220601,Wed,SDN,NL,SLN,NL,D,STL10,34268,163,33,6,2,3,3,29,8,5,2,4
20220601,Wed,SEA,AL,BAL,AL,N,BAL12,8400,187,33,8,2,3,8,31,10,9,6,7
20220601,Wed,CIN,NL,BOS,AL,N,BOS07,30219,160,31,7,1,0,1,32,8,7,4,13
20220601,Wed,KCA,AL,CLE,AL,D,CLE08,12895,168,34,7,0,2,15,33,8,4,5,3
20220601,Wed,MIN,AL,DET,AL,N,DET05,13211,133,29,2,0,1,9,31,9,5,0,7
20220601,Wed,HOU,AL,OAK,AL,D,OAK01,5189,187,36,11,5,5,3,30,4,4,2,8
20220601,Wed,TBA,AL,TEX,AL,N,ARL03,20634,241,37,6,4,3,15,42,10,3,6,15
20220601,Wed,CHA,AL,TOR,AL,N,TOR02,23312,194,35,9,3,1,8,33,10,7,8,10
20220602,Thu,SLN,NL,CHN,NL,N,CHI11,30466,184,34,8,5,4,6,33,12,7,5,2
20220602,Thu,WAS,NL,CIN,NL,N,CIN09,12799,160,32,5,1,1,8,31,10,8,5,5
20220602,Thu,ATL,NL,COL,NL,N,DEN02,26594,178,45,18,13,2,7,37,13,5,3,12
20220602,Thu,NYN,NL,LAN,NL,N,LOS03,48018,174,30,3,0,1,9,32,9,2,2,4
20220602,Thu,SFN,NL,MIA,NL,N,MIA02,8202,154,29,3,0,3,11,30,7,3,3,6
20220602,Thu,SDN,NL,MIL,NL,N,MIL06,21451,200,33,9,4,6,8,32,9,5,2,11
20220602,Thu,SEA,AL,BAL,AL,N,BAL12,8817,240,39,12,6,5,8,38,8,6,2,8
20220602,Thu,MIN,AL,DET,AL,D,DET05,17972,158,32,5,2,5,9,27,5,3,1,6
20220602,Thu,ANA,AL,NYA,AL,D,NYC21,30518,187,33,7,1,5,11,35,13,6,2,6
20220602,Thu,ANA,AL,NYA,AL,N,NYC21,33476,188,29,2,1,1,6,30,7,2,6,9
20220602,Thu,TBA,AL,TEX,AL,D,ARL03,17097,184,33,9,3,7,4,32,6,1,1,7
20220602,Thu,CHA,AL,TOR,AL,D,TOR02,25250,185,33,7,3,2,7,35,12,7,3,8
20220603,Fri,SLN,NL,CHN,NL,D,CHI11,32482,194,41,15,13,3,10,36,11,5,4,7
20220603,Fri,WAS,NL,CIN,NL,N,CIN09,19032,189,40,12,8,2,9,33,6,5,5,11
20220603,Fri,ATL,NL,COL,NL,N,DEN02,37336,212,36,8,2,6,7,33,3,1,1,8
20220603,Fri,NYN,NL,LAN,NL,N,LOS03,52505,175,31,5,1,2,8,33,8,6,2,11
20220603,Fri,SFN,NL,MIA,NL,N,MIA02,6512,190,41,14,15,6,13,36,8,6,3,12
20220603,Fri,SDN,NL,MIL,NL,N,MIL06,30019,183,42,13,7,2,11,28,1,0,3,7
20220603,Fri,ANA,AL,PHI,NL,N,PHI13,28721,161,32,5,0,1,8,34,10,10,3,4
20220603,Fri,ARI,NL,PIT,NL,N,PIT08,16444,195,37,10,7,4,6,35,10,5,6,5
20220603,Fri,CLE,AL,BAL,AL,N,BAL12,15456,172,40,14,6,0,1,32,5,3,2,15
20220603,Fri,HOU,AL,KCA,AL,N,KAN06,22516,168,38,14,10,3,7,33,6,3,2,9
